feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,value
0.16499,0.28669,0.24471,0.20781,0.12651,0.34273,0.19152,0.16332,0.20117,0.15129,0.17518,0.28515,0.10854,0.38033,0.11729,0.10304,0.86086,3.019,1.4069,1.0214,0.68122,1.59,1.6735,1.2342,0.59567,0.93409,0.94524,1.6518,0.46725,1.6777,0.78536,0.93953,0.29735,0.55354,0.43391,0.43091,0.23367,0.45401,0.46762,0.34823,0.17363,0.24383,0.30162,0.38612,0.14807,0.46417,0.24112,0.2318,0.17,0.1975,0.3275,0.2225,0.145,0.4,0.225,0.14,0.1075,0.165,0.1325,0.285,0.0875,0.6225,0.155,0.1375,0.86107,1.057,0.93623,0.95088,0.76552,0.93702,0.96971,0.92023,0.92894,0.94997,0.9283,1.0777,0.91062,0.82458,0.79813,0.89408,0.77614,0.85995,0.81659,0.86024,0.64529,0.7899,0.87831,0.83126,0.78274,0.89237,0.85055,0.93849,0.64702,0.7112,0.686,0.84361,7
0.18349,0.32604,0.24414,0.22454,0.14605,0.26545,0.20595,0.093123,0.13508,0.15971,0.12369,0.22841,0.073531,0.44137,0.14482,0.12107,1.0277,3.3506,0.94088,2.1347,0.71019,1.7865,0.95359,0.6597,0.70415,1.1641,0.86376,1.1839,0.43884,1.6659,1.4751,0.80931,0.28095,0.48419,0.3233,0.5497,0.25648,0.56033,0.32401,0.2181,0.1827,0.29196,0.22646,0.44488,0.14717,0.47903,0.41258,0.18751,0.31,0.2475,0.2675,0.28,0.2175,0.375,0.24,0.11,0.0875,0.265,0.1475,0.285,0.115,0.5675,0.1675,0.1575,0.83125,1.0725,0.92258,0.92498,0.75335,0.91061,0.98625,0.93191,0.92985,0.95392,0.9283,1.0306,0.82161,0.90625,0.80692,0.9058,0.7653,0.85995,0.80856,0.84163,0.66203,0.81329,0.88876,0.88787,0.84177,0.90579,0.88787,0.93555,0.72233,0.70803,0.63323,0.84992,7
0.35973,0.34252,0.22434,0.14996,0.16439,0.39409,0.2113,0.14962,0.28164,0.19687,0.16075,0.28368,0.073838,0.23918,0.17839,0.12487,0.91933,3.5927,0.92196,1.4727,0.72707,1.9057,1.5793,1.0435,1.535,0.74216,1.2832,1.3056,0.54368,1.1472,0.8232,1.4896,0.28426,0.66976,0.35105,0.28078,0.26065,0.57869,0.43414,0.22966,0.25518,0.21306,0.33787,0.36818,0.12469,0.37335,0.19117,0.25386,0.21,0.35,0.2875,0.215,0.13,0.32,0.2275,0.095,0.205,0.22,0.2075,0.2,0.11,0.36,0.15,0.15,0.8945,0.98502,0.93462,0.91042,0.76704,0.97172,0.98364,0.97325,0.88989,0.9981,0.94773,1.0821,0.83188,0.8008,0.90587,0.93284,0.64964,0.79946,0.85834,0.86186,0.58898,0.76199,0.88179,0.87979,0.79364,0.90658,0.89409,0.9407,0.72575,0.71754,0.63543,0.86614,7
0.21964,0.36913,0.28853,0.35128,0.2033,0.29376,0.23279,0.21435,0.12228,0.27393,0.3217,0.31916,0.14816,0.64589,0.13599,0.13135,1.1709,1.6436,1.4496,2.0769,0.8202,1.7611,0.94627,1.4003,1.0112,0.69265,0.94655,2.0001,0.42733,3.33,1.1582,1.0238,0.31833,0.51042,0.3338,0.54736,0.30156,0.62397,0.23599,0.45324,0.3089,0.31855,0.32991,0.43379,0.15974,0.78353,0.29336,0.32749,0.18,0.265,0.3775,0.215,0.2325,0.3375,0.22,0.275,0.175,0.3475,0.5575,0.255,0.22,0.9775,0.1725,0.1725,0.90083,1.048,0.95871,0.97678,0.81727,0.94456,1.0306,0.94988,0.89988,1.006,0.96795,1.0357,0.89692,0.82855,0.83551,0.88236,0.77343,0.87303,0.83746,0.77122,0.64986,0.82763,0.9053,0.87439,0.85085,0.89001,0.88398,0.87735,0.61621,0.6446,0.66621,0.82378,8
0.13229,0.24436,0.21885,0.36648,0.22699,0.32968,0.18601,0.13005,0.095173,0.2068,0.28986,0.26688,0.10721,0.65882,0.37096,0.18932,0.77791,0.84241,2.2429,1.6164,1.0385,3.2163,1.0257,0.713,0.80903,1.1339,1.2175,2.0861,0.54244,3.0473,1.6203,1.1448,0.29089,0.31568,0.58743,0.53908,0.34825,0.80593,0.32677,0.24637,0.19045,0.40418,0.36272,0.83231,0.17575,0.75669,0.55691,0.36359,0.165,0.195,0.1825,0.4425,0.3775,0.43,0.215,0.1625,0.1275,0.2725,0.4675,0.3075,0.095,0.9775,0.575,0.2675,0.86107,0.98911,0.95469,0.96949,0.76248,0.95814,0.98886,0.95348,0.88444,0.94129,0.96795,1.0394,0.91404,0.84995,0.92565,0.87065,0.80144,0.88529,0.8479,0.83596,0.60116,0.86233,0.91313,0.89417,0.83904,0.87659,0.87232,0.9547,0.6881,0.6224,0.60684,0.79764,8
0.15067,0.32618,0.24027,0.25065,0.24901,0.26082,0.18672,0.17511,0.11346,0.17149,0.29071,0.25142,0.15067,0.52459,0.34411,0.11035,0.7047,1.667,1.643,1.9125,1.1308,2.617,1.793,1.7937,0.6522,1.0411,0.83858,1.3152,0.88558,2.3248,1.8958,1.1618,0.26499,0.49057,0.37631,0.60417,0.35975,0.52955,0.40138,0.40391,0.21455,0.3685,0.29053,0.44408,0.2152,0.70057,0.52829,0.22637,0.19,0.2575,0.235,0.2575,0.3675,0.38,0.1975,0.25,0.1675,0.245,0.3925,0.29,0.1375,0.7225,0.43,0.15,0.89812,1.0733,1.0085,0.9614,0.78379,0.91816,0.99844,0.95258,0.91078,0.94524,0.94773,1.0269,0.98251,0.88167,0.99381,0.84811,0.81409,0.90981,0.89447,0.85943,0.61637,0.83592,0.91748,0.87979,0.85629,0.87186,0.83733,0.92008,0.56828,0.68424,0.64862,0.80846,8
0.28251,0.27578,0.21899,0.31921,0.23531,0.32455,0.25662,0.21264,0.11958,0.23431,0.32967,0.29347,0.090134,0.58837,0.34871,0.11404,1.3174,2.2732,1.3782,2.0465,3.3644,2.3884,2.2365,1.4074,0.83407,3.1472,1.8668,1.504,0.44954,4.6994,1.6316,0.99482,0.39329,0.49527,0.53392,0.66465,0.36648,0.64229,0.60011,0.36403,0.28077,0.37289,0.46212,0.24425,0.16257,0.9828,0.38571,0.27456,0.17,0.24,0.27,0.3775,0.355,0.51,0.31,0.165,0.125,0.1975,0.2975,0.21,0.1375,0.88,0.495,0.1775,0.89179,1.0545,0.96834,0.97516,0.77618,0.94683,1.0176,0.96516,0.89625,0.95313,0.95473,1.0173,0.82846,0.86581,0.97183,0.85623,0.70386,0.89674,0.8752,0.84001,0.63007,0.82461,0.91139,0.86002,0.84631,0.82136,0.79146,0.8965,0.68125,0.65411,0.66621,0.81386,8
0.16468,0.30229,0.31031,0.38653,0.2734,0.4151,0.32249,0.16987,0.12936,0.38433,0.30084,0.29767,0.093487,0.54608,0.35942,0.11607,1.5096,0.95642,1.8998,2.0644,2.0311,3.0449,1.9473,0.66591,0.77597,2.0104,1.3895,3.67,0.70169,1.8345,2.3028,0.80698,0.32904,0.36506,0.48522,0.48763,0.47327,0.86277,0.46789,0.24778,0.30588,0.48982,0.43497,0.51724,0.24294,0.56227,0.38461,0.27948,0.1925,0.195,0.275,0.3525,0.4175,0.445,0.29,0.1675,0.175,0.3625,0.5275,0.215,0.1325,0.8575,0.5825,0.16,0.8936,1.0586,1.0221,0.98325,0.75182,0.94456,1.0098,0.96965,0.89443,0.98863,0.94462,1.0711,0.81134,0.86422,0.96303,0.85713,0.8186,0.90082,0.87761,0.81897,0.59355,0.78689,0.86525,0.89686,0.84086,0.81663,0.86143,0.92008,0.6881,0.69614,0.6728,0.80756,8
0.19102,0.18957,0.2476,0.29605,0.25312,0.4099,0.28653,0.14634,0.16319,0.28823,0.42618,0.20587,0.09481,0.51673,0.28089,0.1268,1.3756,1.5915,2.1146,3.1789,1.5331,4.078,1.9497,1.3223,1.6719,1.7262,1.871,1.6976,0.50234,3.4697,2.5985,0.90078,0.34632,0.45643,0.46941,0.80539,0.33682,0.84564,0.75847,0.25011,0.30791,0.4224,0.47537,0.44834,0.14212,0.66882,0.53372,0.34106,0.155,0.21,0.2975,0.4375,0.3625,0.415,0.4325,0.1425,0.2,0.3325,0.4575,0.2325,0.0875,0.7875,0.445,0.175,0.90444,0.97031,0.98199,0.96464,0.73508,0.94532,0.98451,0.96067,0.89625,0.97916,1.0045,1.021,0.86269,0.86422,0.95644,0.86614,0.80505,0.89347,0.87761,0.84972,0.56159,0.79066,0.87918,0.89147,0.81906,0.88133,0.81479,0.94954,0.69152,0.7001,0.69259,0.81206,8
0.26514,0.32541,0.34168,0.26056,0.24306,0.28158,0.32678,0.21995,0.37867,0.19652,0.23206,0.16366,0.13339,0.29866,0.11362,0.23036,3.2557,1.6331,1.2102,1.1236,0.7679,2.6145,0.82519,1.4534,2.1204,0.66392,1.1802,0.76936,1.7375,1.2112,0.47401,1.4094,0.39867,0.45752,0.39479,0.41689,0.23134,0.5148,0.25774,0.42063,0.38219,0.26659,0.29464,0.25152,0.2174,0.42817,0.1604,0.27571,0.3825,0.345,0.46,0.3225,0.335,0.17,0.2325,0.34,0.765,0.2275,0.3075,0.155,0.0975,0.36,0.15,0.17,0.87191,1.0725,1.0711,1.0342,1.0273,0.89175,0.95752,1.0164,0.89171,1.0265,0.96873,1.0262,0.9517,0.9007,1.0004,0.96348,0.74813,0.88284,0.92338,0.90394,0.8264,0.7899,0.77472,0.92652,0.77548,0.94445,0.86765,0.96649,0.57513,0.79049,0.89047,0.86614,9
0.15878,0.2384,0.25542,0.17901,0.13663,0.30912,0.14134,0.24008,0.28823,0.21727,0.1662,0.17286,0.12254,0.61632,0.1361,0.10424,0.80391,1.0473,1.5322,1.2501,1.0121,2.7859,1.2553,1.3432,1.5966,1.19,0.79201,0.63027,2.0976,1.8915,0.54315,0.51713,0.30503,0.30289,0.49747,0.48153,0.29212,0.47372,0.28807,0.41952,0.31258,0.31058,0.29434,0.18607,0.26707,0.53645,0.15544,0.16647,0.23,0.165,0.25,0.195,0.19,0.215,0.1675,0.375,0.2625,0.29,0.2425,0.21,0.1,1.09,0.135,0.1425,0.91348,1.0954,1.0454,1.0439,0.94054,0.96192,0.97145,1.0505,0.94256,1.0202,0.9524,1.0173,0.83873,0.8888,0.99161,0.94906,0.84842,0.95396,0.91856,0.97354,0.84162,0.79066,0.91661,0.95707,0.82905,0.94681,0.90342,0.94881,0.57513,0.73182,0.80033,0.91391,9
0.16937,0.29033,0.29707,0.33172,0.15016,0.15737,0.25643,0.2975,0.20975,0.11534,0.11837,0.09462,0.077859,0.33174,0.072939,0.10616,0.85556,1.5214,1.2163,1.8147,0.98636,1.2638,1.1903,1.5098,1.0128,0.86763,0.73568,1.1117,0.50041,1.521,0.51977,0.64889,0.24544,0.38753,0.55758,0.43849,0.26503,0.41082,0.40709,0.41546,0.23443,0.19875,0.21914,0.21949,0.13294,0.53191,0.15037,0.17965,0.2225,0.215,0.27,0.3375,0.2,0.22,0.2375,0.37,0.2525,0.135,0.1125,0.135,0.0775,0.4525,0.1075,0.1425,0.93968,1.1019,1.1354,1.1435,0.94815,0.91061,1.0324,1.0811,0.90533,1.0013,0.97261,1.0033,0.90719,0.9007,0.98502,0.94095,0.85113,0.92616,0.96031,0.96545,0.84618,0.8661,0.86003,0.94179,0.80272,0.96417,0.91586,0.97091,0.73945,0.7897,0.91686,0.88507,9
0.21704,0.18801,0.25368,0.32127,0.14857,0.21699,0.13383,0.12843,0.26633,0.17119,0.17031,0.16318,0.076175,0.2805,0.15239,0.20662,1.1785,1.7286,1.8688,1.3736,0.71822,1.0316,1.2623,0.9452,2.0833,0.64274,2.0169,0.73744,0.39928,1.3891,0.64477,0.72735,0.32545,0.50631,0.48673,0.39534,0.26026,0.33971,0.33907,0.27133,0.39173,0.21902,0.28292,0.17775,0.12634,0.51456,0.20127,0.19086,0.2075,0.21,0.26,0.175,0.1175,0.21,0.17,0.175,0.285,0.1975,0.205,0.1525,0.1075,0.3275,0.1425,0.3375,0.98395,1.0153,1.092,1.0601,0.94054,0.95965,0.97145,1.0335,0.89262,1.0013,0.96017,1.0225,0.88665,0.90308,1.0796,0.94185,0.85113,0.94006,0.94907,0.8918,0.79139,0.85403,0.91835,0.97325,0.75187,0.92472,0.87932,0.94512,0.74287,0.79366,0.83111,0.86434,9
0.14702,0.20006,0.24659,0.25515,0.13584,0.17251,0.18187,0.20059,0.1433,0.19242,0.097555,0.093652,0.097344,0.2871,0.097785,0.16285,1.2912,1.0215,1.8302,1.7451,0.83428,0.8911,0.86174,1.1181,1.3055,0.86127,1.9722,0.45286,0.65642,1.1178,0.56844,0.92557,0.25339,0.37352,0.42631,0.40836,0.1694,0.33246,0.26805,0.31381,0.35198,0.24546,0.22758,0.15148,0.13167,0.45188,0.16401,0.26533,0.1575,0.145,0.185,0.25,0.175,0.19,0.205,0.2075,0.18,0.1275,0.0975,0.0875,0.0875,0.4175,0.095,0.24,0.93968,1.0529,1.0551,1.0901,0.9375,0.94834,1.0228,1.0317,0.88717,1.0391,0.95862,0.99816,0.8353,0.91655,1.0224,0.9112,0.85836,0.95804,0.94586,0.94926,0.83249,0.86987,0.92532,0.94808,0.82179,0.91289,0.91042,0.95765,0.60594,0.81745,0.89927,0.86073,9
0.19201,0.20023,0.36648,0.31509,0.1456,0.13859,0.14816,0.14566,0.35167,0.11646,0.12346,0.07948,0.080357,0.27903,0.11276,0.11549,0.63044,0.80802,1.8708,1.6243,0.8262,0.96408,0.95154,1.0472,2.8666,0.63752,1.0475,0.48609,0.94736,1.1483,0.50181,0.67975,0.17856,0.28137,0.49976,0.50766,0.24581,0.26306,0.34612,0.37277,0.3384,0.25087,0.25318,0.18824,0.17707,0.35395,0.1772,0.18367,0.1775,0.2125,0.35,0.34,0.2225,0.1475,0.155,0.195,0.555,0.1175,0.12,0.1325,0.085,0.4275,0.1075,0.1375,0.95233,1.0275,1.0743,1.0901,0.94206,0.91061,1.0019,1.0227,0.90805,1.0013,0.96717,0.98711,0.90035,0.89277,1.0136,0.89588,0.85294,0.92371,0.84469,0.94683,0.85531,0.85026,0.93228,0.96156,0.80181,0.95392,0.90575,0.96575,0.72575,0.80872,0.82451,0.8364,9
0.15638,0.16653,0.24196,0.30714,0.11676,0.18569,0.17448,0.2204,0.23003,0.1988,0.11116,0.16884,0.084893,0.48997,0.14806,0.19353,0.89718,1.2708,1.1011,1.6944,0.92274,1.0779,1.701,1.1066,1.6074,1.2328,0.93254,0.88637,0.57311,2.2106,0.69878,0.89131,0.20516,0.34611,0.33644,0.43825,0.28085,0.42308,0.43348,0.29736,0.32009,0.25292,0.26496,0.17722,0.1816,0.50324,0.19533,0.17791,0.15,0.18,0.14,0.2625,0.1175,0.185,0.245,0.2675,0.2975,0.31,0.16,0.165,0.0475,0.8775,0.125,0.2975,0.92341,0.99892,1.0294,1.1451,0.96033,0.90156,0.96971,1.0424,0.89534,1.0013,0.95784,1.0026,0.90035,0.91259,0.97403,0.90309,0.82583,0.92126,0.92338,0.94521,0.86901,0.82838,0.91052,0.93101,0.80726,0.91841,0.91663,0.91492,0.71206,0.7778,0.80253,0.81026,9
0.35021,0.16703,0.13364,0.29497,0.28177,0.30286,0.2706,0.24528,0.12404,0.097303,0.17831,0.19594,0.086379,0.32755,0.16239,0.11782,0.85251,1.0487,1.2153,1.0891,1.0352,1.2747,0.746,1.0798,0.74231,0.77019,0.56883,0.57836,0.2431,1.6278,0.69926,0.53962,0.25993,0.24303,0.26698,0.33557,0.23742,0.33673,0.29339,0.29174,0.24229,0.26434,0.21356,0.16369,0.075162,0.36075,0.23241,0.13068,0.3375,0.215,0.2,0.17,0.26,0.445,0.15,0.245,0.11,0.1275,0.1275,0.1175,0.0675,0.4175,0.28,0.0875,1.1909,1.0529,1.0358,1.1119,0.90249,1.0087,1.0141,1.0272,1.007,1.0581,1.076,1.1249,0.849,0.93162,1.1697,1.0356,0.98214,0.97685,0.98761,0.93874,0.6179,0.9174,0.83827,0.91483,0.93257,1.0265,0.97961,1.0217,0.64359,0.80872,1.0312,0.96258,10
0.25927,0.38086,0.2728,0.23019,0.19754,0.32843,0.22063,0.19219,0.19462,0.18981,0.18412,0.089352,0.14573,0.32885,0.085979,0.13662,1.0122,1.1194,0.88612,1.5657,0.62824,1.0676,0.7616,0.68853,0.74576,0.75408,2.7805,0.87222,0.26046,1.5461,0.63642,0.76101,0.2837,0.38666,0.35221,0.33088,0.17143,0.34558,0.34294,0.28164,0.16687,0.25435,0.33935,0.2551,0.082938,0.43567,0.12157,0.1712,0.215,0.1725,0.2,0.175,0.1875,0.3675,0.19,0.1875,0.1,0.1,0.1,0.1175,0.085,0.4725,0.13,0.17,1.1592,1.2139,1.092,1.0537,0.88271,1.0404,1.0576,1.0218,1.0443,1.0999,1.069,1.049,1.0236,0.92131,1.1477,1.0401,0.96859,0.99728,0.91535,0.93874,0.69247,0.89703,0.93837,0.89866,0.94438,0.97364,0.94307,1.0217,0.66413,0.80238,1.04,0.9797,10
0.11961,0.29579,0.25444,0.33487,0.21782,0.2194,0.24906,0.1197,0.27808,0.19393,0.23321,0.24043,0.069856,0.17162,0.13952,0.086441,0.9936,2.9618,1.3285,1.5494,0.6624,1.188,0.7842,0.68723,0.56455,0.60657,3.5742,0.62285,0.80841,1.4788,0.50656,1.3221,0.23925,0.6621,0.4538,0.44955,0.16817,0.30887,0.27935,0.25275,0.19161,0.23209,0.31454,0.23898,0.12594,0.42843,0.16438,0.17452,0.175,0.25,0.165,0.225,0.1275,0.2075,0.1925,0.115,0.08,0.095,0.13,0.1,0.0775,0.215,0.1,0.1125,1.0391,1.1183,1.1185,1.0002,0.85531,1.014,1.0167,1.0155,1.0724,1.1441,1.069,1.1153,0.90719,0.91338,1.2247,1.0347,0.99118,0.97685,0.9836,0.82383,0.59202,0.90081,0.86351,0.9409,0.85357,1.0233,0.92596,0.94733,0.73602,0.84678,1.04,0.99142,10
0.306,0.17092,0.33901,0.15033,0.104,0.20557,0.091854,0.11369,0.17526,0.15146,0.10607,0.21337,0.03718,0.18892,0.095749,0.10352,2.9547,1.8111,0.98448,1.2623,0.61395,0.71263,0.84606,0.9756,0.52486,0.75053,0.58443,0.69064,0.27309,1.1351,0.46911,0.97481,0.47826,0.45531,0.29743,0.37414,0.21506,0.20136,0.27716,0.25697,0.16631,0.27745,0.19624,0.26222,0.097305,0.36225,0.10572,0.13246,0.1975,0.215,0.16,0.215,0.1175,0.135,0.12,0.13,0.105,0.0975,0.1,0.1275,0.04,0.1975,0.13,0.06,1.1674,1.061,1.0382,0.99215,0.77009,0.96116,0.99931,1.02,0.99795,1.118,1.0286,1.1278,0.83873,0.9451,1.1609,1.0725,1.0011,0.99156,0.82943,0.9436,0.70769,0.87214,0.95926,0.96606,0.89625,1.0312,0.97417,1.0085,0.78395,0.85867,1.051,0.99142,10
0.34116,0.49539,0.50515,0.3285,0.10039,0.18273,0.10852,0.18162,0.154,0.18242,0.11649,0.19979,0.054966,0.23841,0.069802,0.08926,2.059,1.547,1.8269,1.3387,0.86267,0.75519,0.84887,1.1495,0.73919,0.92936,0.49204,0.54837,0.30853,1.0211,0.42458,0.26097,0.36983,0.37741,0.51944,0.34461,0.19381,0.25361,0.28423,0.28783,0.222,0.23773,0.17054,0.15581,0.088322,0.29456,0.12131,0.10319,0.2075,0.2425,0.3425,0.275,0.115,0.2625,0.1275,0.1925,0.1025,0.12,0.13,0.11,0.0775,0.22,0.07,0.05,1.1312,1.0627,1.1386,1.1281,0.77465,0.96267,1.001,1.0245,1.0388,1.0707,1.0426,1.13,0.849,1.0093,1.1301,1.0843,0.86559,0.83379,0.78527,0.92903,0.70465,0.90835,0.95752,0.92831,0.95255,0.97364,0.98039,1.0173,0.75314,0.8777,1.0708,1.0248,10
0.31541,0.14474,0.22551,0.36252,0.13798,0.11337,0.25154,0.30178,0.11446,0.31169,0.27618,0.2326,0.080833,0.40003,0.23661,0.19624,4.0364,1.3547,1.2271,1.2711,0.47149,0.7845,0.78475,1.1116,1.1782,2.829,0.50791,0.72393,0.99369,1.5825,0.60318,0.648,0.45545,0.35266,0.45724,0.38432,0.14744,0.25694,0.24844,0.27456,0.26048,0.35398,0.21084,0.24613,0.15147,0.44124,0.22883,0.16774,0.165,0.17,0.2225,0.235,0.1275,0.15,0.235,0.4425,0.17,0.3825,0.185,0.11,0.06,0.72,0.375,0.385,1.1276,1.0651,1.1241,1.12,0.85379,0.93098,1.0098,1.0577,0.99795,1.0817,1.0558,1.1389,0.90377,0.93796,1.1345,1.0491,0.86559,1.0014,0.99966,0.95493,0.70465,0.89477,0.86177,0.91214,0.94982,0.9334,0.88476,0.99227,0.72918,0.8222,0.89707,0.99322,10
0.16957,0.34915,0.25347,0.36391,0.073946,0.11713,0.27481,0.26041,0.18733,0.2211,0.19233,0.079565,0.044464,0.21558,0.11705,0.065647,1.0872,1.3242,1.1241,1.4719,0.67929,1.0116,1.2235,1.1253,0.7724,1.1389,0.9794,0.57874,0.31236,0.78848,0.51439,0.48348,0.27799,0.41999,0.42192,0.37721,0.18799,0.3207,0.27906,0.3839,0.22462,0.31113,0.24098,0.18037,0.092571,0.2932,0.14866,0.12118,0.145,0.195,0.2,0.155,0.1175,0.195,0.1475,0.1875,0.1,0.12,0.115,0.07,0.0475,0.2425,0.1,0.0775,1.0436,1.0954,1.1201,1.133,0.78835,0.93325,1.1029,1.1125,1.0406,1.0723,1.027,1.0556,0.84215,0.94193,1.1587,1.0338,0.93968,0.88693,0.97958,0.94521,0.74422,0.89553,0.92706,0.95078,0.90715,0.9334,0.91042,1.0269,0.77368,0.8444,0.98502,1.0004,10
